meanRT_comp,meanRT_incomp,acc_comp,acc_incomp,Age_group,Age_real,v,a,ter,max_ampl,tau,ster
477.70212766,549.22222222,1.00000000,0.95744681,14.00000000,14.77534247,0.42634865,0.05359522,0.38672854,0.02398540,0.21260779,0.50594443
385.87234043,455.77777778,1.00000000,0.95744681,14.00000000,15.09863014,0.51831148,0.04958518,0.32895181,0.02451544,0.06548528,0.31015290
410.87234043,445.81818182,1.00000000,0.93617021,14.00000000,14.76986301,0.65906015,0.05892940,0.35280936,0.05074351,0.01268516,0.28707911
419.70833333,486.61363636,1.00000000,0.93617021,14.00000000,14.78082192,0.46488281,0.06815758,0.32789692,0.05259000,0.01927825,0.44740670
457.32608696,489.23255814,0.97872340,0.91489362,14.00000000,14.72602740,0.41589122,0.04374462,0.38399168,0.02694007,0.01818384,0.41129367
400.00000000,490.17391304,1.00000000,0.95833333,14.00000000,14.57808219,0.48679478,0.05291352,0.33224301,0.02665750,0.11731426,0.62089870
453.70833333,484.00000000,1.00000000,1.00000000,14.00000000,14.81643836,0.43484814,0.08692304,0.27056416,0.01305557,0.07172681,0.03393624
392.48936170,439.40476190,1.00000000,0.89361702,14.00000000,14.81369863,0.85925817,0.02583263,0.37822423,0.01871682,0.01248027,0.64173362
426.28888889,474.40425532,0.97826087,1.00000000,14.00000000,14.36986301,0.46747455,0.05404259,0.34002440,0.01901658,0.04914797,0.31495178
533.14893617,556.45652174,0.97916667,0.95833333,14.00000000,14.66575342,0.44857785,0.03796742,0.46394389,0.00936517,0.17722370,0.37099131
453.57446809,517.66666667,0.97916667,0.95744681,14.00000000,14.86575342,0.28090912,0.06125641,0.28195498,0.01197557,0.16392855,0.50361471
467.65957447,530.38297872,1.00000000,1.00000000,14.00000000,14.32054795,0.87648521,0.19907331,0.28026103,0.07788447,0.06306127,0.01180172
365.16666667,393.36956522,1.00000000,0.97872340,14.00000000,15.09589041,0.73869248,0.03736458,0.33042835,0.01541073,0.02773432,0.41552373
496.37500000,515.53333333,1.00000000,0.93750000,14.00000000,15.12054795,0.70343986,0.09328321,0.39714853,0.09636437,0.00918960,0.31982616
367.25000000,428.67391304,1.00000000,0.95833333,14.00000000,15.01095890,0.48171426,0.05101449,0.29628949,0.02265634,0.06276380,0.37091882
368.17391304,449.04761905,1.00000000,0.91304348,14.00000000,14.30410959,0.32644777,0.05284134,0.25365598,0.01959253,0.17331643,0.39825839
