meanRT_comp,meanRT_incomp,acc_comp,acc_incomp,Age_group,Age_real,v,a,ter,max_ampl,tau,ster
660.27659574,819.38297872,1.00000000,1.00000000,11.00000000,11.82465753,0.35710816,0.11741993,0.42280395,0.04040106,0.12957410,0.44108705
641.39130435,734.11904762,1.00000000,0.89361702,11.00000000,11.44109589,0.21231378,0.06997400,0.38830505,0.01660585,0.20757092,0.71495158
626.97872340,680.18604651,1.00000000,0.91489362,11.00000000,11.60821918,0.61898268,0.09246097,0.54781034,0.08593090,0.01893942,0.64668180
538.97872340,595.87804878,1.00000000,0.87234043,11.00000000,11.51232877,0.46832193,0.06795576,0.45675489,0.05899976,0.02031951,0.41259879
636.72340426,654.16279070,1.00000000,0.91489362,11.00000000,11.79178082,0.34110954,0.11423214,0.35468950,0.10707457,0.01535263,0.45796204
812.42553191,1070.09523810,1.00000000,0.87500000,11.00000000,11.96438356,0.15800417,0.08988165,0.42190857,0.03863272,0.97600332,0.17205452
576.23404255,613.02272727,1.00000000,0.91666667,11.00000000,11.60000000,0.35296911,0.04604699,0.47287028,0.03702254,0.95310621,0.31092199
656.48888889,644.82608696,0.97826087,0.97872340,11.00000000,11.59178082,0.43794645,0.05265373,0.52666364,0.04735013,0.00618090,0.60516050
587.53191489,640.51219512,1.00000000,0.89130435,11.00000000,12.10136986,0.31053917,0.05034830,0.46121969,0.01668874,0.10851647,0.45202983
601.76595745,739.92500000,1.00000000,0.83333333,11.00000000,12.00821918,0.28993084,0.05286874,0.48572494,0.04241181,0.43905286,0.70632087
655.38297872,710.63829787,1.00000000,1.00000000,11.00000000,11.50958904,0.36471688,0.11179093,0.38673848,0.04245340,0.05821606,0.03187598
787.56521739,901.58536585,0.97872340,0.87234043,11.00000000,12.20547945,0.18076390,0.07420263,0.46960185,0.03046333,0.97736289,0.69900972
603.69767442,592.53333333,0.89583333,0.95744681,11.00000000,11.45753425,0.32757183,0.03690260,0.49373222,0.01969202,0.00489658,0.64337548
807.12765957,1023.07500000,1.00000000,0.85106383,11.00000000,11.63561644,0.14824990,0.09336024,0.34908171,0.03560824,0.97695203,0.90217334
937.19148936,909.68181818,1.00000000,0.93617021,11.00000000,11.95616438,0.17939864,0.09297854,0.39816988,0.00659913,0.71227477,0.33354748
503.20833333,622.77500000,1.00000000,0.83333333,11.00000000,11.90958904,0.36784244,0.07997990,0.40758915,0.06961266,0.02755904,0.59824918
634.50000000,872.33333333,0.97872340,0.89361702,11.00000000,11.31232877,0.20499887,0.07405716,0.41555134,0.03309419,0.37071788,0.68628717
493.06666667,631.53488372,0.95744681,0.89583333,11.00000000,12.06027397,0.22236268,0.06035772,0.31793809,0.03487817,0.98218181,0.37825683
492.35555556,520.06382979,0.95744681,0.97916667,11.00000000,11.99178082,0.43072761,0.03868145,0.41860734,0.00738522,0.02705570,0.65664802
416.57777778,435.41463415,0.95744681,0.87234043,11.00000000,12.23013699,0.45582944,0.03141274,0.37077945,0.02044005,0.01170392,0.48488773
621.21276596,625.34090909,0.97916667,0.93617021,11.00000000,11.70136986,0.36218514,0.04126891,0.50583565,0.00420948,0.69463806,0.47999811
531.69565217,555.81081081,1.00000000,0.86046512,11.00000000,11.85205479,0.40724735,0.03345579,0.46675361,0.04294431,0.83846304,0.44267785
560.12765957,601.02325581,1.00000000,0.91489362,11.00000000,11.86575342,0.66362614,0.05023875,0.52055920,0.04037910,0.02092974,0.37836245
606.28260870,656.83720930,0.95833333,0.89583333,11.00000000,11.47671233,0.23015467,0.06479898,0.39035857,0.04569513,0.01660058,0.29636176
495.42222222,602.12195122,0.95744681,0.87234043,11.00000000,11.65753425,0.27640361,0.04594721,0.39962491,0.01746793,0.13499163,0.50320448
557.23913043,648.08888889,0.97872340,0.95744681,11.00000000,11.96712329,0.37761336,0.05456374,0.46524913,0.02335356,0.07699690,0.52030441
802.08695652,777.27272727,0.97872340,0.95652174,11.00000000,11.62739726,0.20356769,0.07918335,0.40584781,0.01147973,0.12393378,0.02148028
613.19148936,670.42222222,1.00000000,0.95744681,11.00000000,12.19178082,0.30526308,0.06725667,0.41725649,0.02972500,0.80525140,0.65949141
512.84782609,555.33333333,0.97872340,0.93750000,11.00000000,11.86301370,0.44352314,0.03757431,0.45162900,0.05129104,0.93241247,0.43485477
491.54347826,548.66666667,0.95833333,0.95744681,11.00000000,11.75068493,0.34991307,0.04600538,0.39443147,0.01518632,0.30155506,0.46737364
563.77272727,632.11627907,0.93617021,0.91489362,11.00000000,11.90684932,0.28057908,0.04619923,0.44843207,0.00977611,0.08008725,0.56010398
532.87500000,569.86363636,1.00000000,0.93617021,11.00000000,12.11506849,0.52224012,0.06350720,0.44108827,0.05397066,0.01366217,0.32622166
525.27659574,591.69565217,1.00000000,0.95833333,10.00000000,10.27671233,0.46440511,0.06789689,0.42497424,0.04436261,0.03074137,0.62653681
1053.74418605,1071.55000000,0.91489362,0.85106383,10.00000000,11.07123288,0.11644356,0.08597858,0.49069632,0.01491378,0.09604765,0.55968209
565.00000000,569.27272727,1.00000000,0.93617021,10.00000000,10.79726027,0.58931030,0.09784076,0.42859864,0.10165204,0.00887207,0.54820559
612.26086957,660.54761905,0.97872340,0.89361702,10.00000000,10.60000000,0.39226579,0.04460796,0.53860238,0.02562009,0.03073452,0.60948250
551.80851064,610.26666667,0.97916667,0.95744681,10.00000000,10.72054795,0.34988418,0.04986116,0.43234060,0.03486199,0.98173409,0.52812054
841.52083333,877.91111111,1.00000000,0.93750000,10.00000000,11.09863014,0.22942383,0.07645571,0.53388900,0.01740774,0.18243386,0.63352304
772.95555556,907.47727273,0.97826087,0.93617021,10.00000000,10.83835616,0.24937418,0.06542247,0.57684535,0.03355827,0.96380826,0.44925492
1111.00000000,1195.18181818,1.00000000,0.93617021,10.00000000,10.39452055,0.17605614,0.10100112,0.57289443,0.01915322,0.95769407,0.96494277
853.95744681,954.97619048,1.00000000,0.91304348,10.00000000,11.11780822,0.15720336,0.09993977,0.31177097,0.01294506,0.26462120,0.14173170
802.23913043,813.86956522,1.00000000,0.97872340,10.00000000,10.47123288,0.26629274,0.08157166,0.49159746,0.02344460,0.02989033,0.02173943
578.04255319,623.51063830,1.00000000,1.00000000,10.00000000,10.71506849,0.66894577,0.13196081,0.40629225,0.04541541,0.06178829,0.38239367
732.95744681,929.09302326,1.00000000,0.91489362,10.00000000,10.44109589,0.21106841,0.07548156,0.46090736,0.03050110,0.98696779,0.50264006
829.89361702,893.27272727,1.00000000,0.91666667,10.00000000,10.78630137,0.19758545,0.07942023,0.49073882,0.01728902,0.99194385,0.17936625
515.37500000,555.06666667,1.00000000,0.93750000,10.00000000,11.21917808,0.47330740,0.07452809,0.39607213,0.06699541,0.01203606,0.52595781
640.48888889,741.25641026,0.95744681,0.82978723,10.00000000,10.29589041,0.22633773,0.05534734,0.48895186,0.02736954,0.07621659,0.68543465
455.97727273,491.13043478,0.91666667,0.97872340,10.00000000,11.18082192,0.37082409,0.03641393,0.37984461,0.00036178,0.71205582,0.65504374
611.61702128,656.66666667,1.00000000,0.95744681,10.00000000,11.11506849,0.46458113,0.04476274,0.53864717,0.01259715,0.07422337,0.14953614
549.02127660,658.53488372,1.00000000,0.91489362,10.00000000,10.64109589,0.55039361,0.04625344,0.48704985,0.11122600,0.77787949,0.57780558
463.82978723,475.48888889,0.97916667,0.95744681,10.00000000,10.70684932,0.39391111,0.04313909,0.36469737,0.02134115,0.85583507,0.46483712
726.08510638,781.63636364,1.00000000,0.93617021,10.00000000,10.35616438,0.28565020,0.08515690,0.49170246,0.06156527,0.02983628,0.46289677
720.85106383,737.82978723,1.00000000,1.00000000,10.00000000,10.74520548,0.46156953,0.12047997,0.47461031,0.06723777,0.03352770,0.02583895
564.21276596,583.82222222,0.97916667,0.95744681,10.00000000,10.89863014,0.43643130,0.04160069,0.48598255,0.01687179,0.01907200,0.59345373
694.82608696,750.36363636,0.97872340,0.93617021,10.00000000,10.38082192,0.22421805,0.07430584,0.42354539,0.02214729,0.07160012,0.13939614
955.64444444,1112.88571429,0.95744681,0.72916667,10.00000000,10.51780822,0.09498487,0.08917056,0.42070516,0.02717194,0.99361423,0.99291026
646.87234043,707.65000000,1.00000000,0.83333333,10.00000000,10.47671233,0.75064503,0.10804048,0.57647469,0.12079201,0.00877420,0.42901673
841.78723404,1137.34782609,0.97916667,0.97872340,10.00000000,10.24383562,0.18446732,0.10728941,0.45550954,0.03241618,0.20071873,0.43751800
802.44680851,916.22222222,1.00000000,0.95744681,10.00000000,10.34794521,0.22290450,0.08723394,0.47498256,0.02448936,0.97085684,0.16783537
781.67391304,884.12195122,0.97872340,0.87234043,10.00000000,10.43561644,0.18403715,0.06811272,0.52798635,0.02359448,0.98445454,0.03334714
716.48936170,793.65909091,1.00000000,0.95652174,10.00000000,10.28767123,0.31344439,0.06338275,0.55099800,0.03339052,0.87253609,0.48448763
546.34883721,587.25531915,0.91489362,0.97916667,10.00000000,10.96164384,0.34624880,0.03947259,0.46629226,0.00021639,0.21795329,0.68413264
414.00000000,421.80000000,0.97916667,0.95744681,10.00000000,11.07945205,0.51907935,0.03032966,0.35871603,0.00379667,0.88626219,0.52139868
473.17391304,545.51219512,0.97872340,0.87234043,10.00000000,10.57534247,0.40516920,0.04552941,0.41533887,0.02897162,0.05002087,0.40703627
555.54166667,653.20000000,1.00000000,0.93750000,10.00000000,10.99726027,0.39418548,0.05203578,0.47288742,0.02359598,0.14829532,0.38181821
708.73913043,730.06818182,1.00000000,0.95652174,9.00000000,9.93150685,0.31963617,0.08405628,0.47016006,0.06644637,0.01610886,0.36507649
850.11627907,1033.56097561,0.91489362,0.87234043,9.00000000,9.88219178,0.12248499,0.08380409,0.41787927,0.01220645,0.18161571,0.04928851
629.57446809,693.17500000,0.97916667,0.85106383,9.00000000,10.12054795,0.21043178,0.05701621,0.43385129,0.02134620,0.52932829,0.56402856
1069.55319149,1353.65116279,1.00000000,0.91489362,9.00000000,9.50410959,0.14080362,0.12493718,0.36955438,0.03128308,0.55906195,0.33339452
700.83333333,840.54347826,1.00000000,0.97872340,9.00000000,10.15616438,0.26098957,0.08850026,0.42718157,0.02453658,0.97819905,0.03819570
607.68085106,676.10638298,0.97916667,0.97916667,9.00000000,9.97260274,0.39259747,0.05316963,0.50682336,0.01711515,0.07608799,0.57705411
727.48936170,749.46666667,1.00000000,0.95744681,9.00000000,9.69863014,0.23721372,0.08127158,0.40995822,0.00749080,0.15580511,0.80261727
821.25531915,881.76086957,1.00000000,0.95833333,9.00000000,9.27397260,0.22559101,0.08534274,0.48043900,0.01497210,0.96651960,0.27349348
1155.36170213,1182.29268293,1.00000000,0.87234043,9.00000000,9.43561644,0.15501447,0.08486167,0.68318108,0.01401151,0.10655094,0.07358672
768.36170213,773.08695652,1.00000000,1.00000000,9.00000000,9.93972603,0.28583530,0.09881022,0.41512884,0.05090624,0.03144585,0.03396434
647.17021277,694.82222222,1.00000000,0.95744681,9.00000000,9.91780822,0.35961139,0.07854794,0.47565864,0.04795616,0.04114470,0.39807606
738.08333333,800.61363636,1.00000000,0.93617021,9.00000000,9.78356164,0.23025833,0.07277004,0.46687798,0.02090581,0.94157349,0.43830284
