meanRT_comp,meanRT_incomp,acc_comp,acc_incomp,Age_group,Age_real,v,a,ter,max_ampl,tau,ster
0.69250990,0.72915974,0.99319728,0.94630872,10.00000000,11.00000000,0.29078713,0.06814525,0.49398272,0.03872565,0.02731858,0.01471929
0.62451172,0.68709090,0.98639456,0.98666667,11.00000000,12.00000000,0.30718370,0.07306805,0.42292850,0.02466704,0.03657555,0.01182662
0.53366089,0.54472993,0.96000000,0.97315436,11.00000000,11.33333333,0.28135296,0.05771824,0.34598953,0.01166861,0.02561949,0.01518207
0.51053390,0.54943415,0.97945205,0.94630872,11.00000000,11.91666667,0.32573701,0.05669721,0.37463531,0.02469484,0.03706283,0.00757109
0.52443090,0.55878287,0.97972973,0.95945946,11.00000000,11.00000000,0.33666473,0.05399153,0.38632771,0.01473919,0.04487599,0.01319632
0.50921673,0.54772181,0.97972973,0.95973154,11.00000000,11.91666667,0.29773076,0.05863049,0.34111152,0.00918125,0.11269747,0.00911348
0.59408778,0.60155590,0.97986577,0.98666667,11.00000000,11.25000000,0.34113128,0.06209785,0.42082090,0.03195711,0.01750520,0.01227068
0.42057956,0.47089301,0.98000000,0.97297297,11.00000000,11.75000000,0.43967389,0.05042488,0.33805265,0.02068788,0.03884662,0.00508662
0.56044585,0.58331343,1.00000000,0.93918919,11.00000000,11.25000000,0.37413740,0.05410759,0.43638754,0.03174210,0.01902101,0.00835860
0.60704869,0.65234375,0.97222222,0.95804196,11.00000000,11.25000000,0.29304256,0.06121512,0.43947827,0.02094637,0.04678248,0.01137214
0.58764309,0.60897226,0.99310345,0.95138889,12.00000000,12.75000000,0.33852008,0.05511066,0.44320439,0.01726501,0.04601989,0.01042400
0.43097509,0.46063540,0.99319728,0.95205479,12.00000000,12.58333333,0.33516923,0.05488208,0.28885967,0.01076795,0.23147667,0.00245048
0.52161251,0.53248586,0.95270270,0.97315436,12.00000000,12.66666667,0.36894574,0.04333953,0.41846274,0.01292299,0.01943155,0.01053317
0.43154843,0.49835726,0.95973154,0.87755102,12.00000000,12.08333333,0.28800191,0.05584299,0.30228695,0.04104834,0.01680064,0.01467995
0.39587658,0.42158419,0.95973154,0.90666667,12.00000000,12.91666667,0.38818656,0.03511638,0.32306420,0.00882489,0.06335222,0.00449663
0.56712372,0.56911671,0.98000000,0.98000000,12.00000000,12.50000000,0.32005847,0.06274484,0.38149659,0.03353413,0.01906247,0.01830986
0.45153393,0.49573734,0.98657718,0.91946309,12.00000000,12.16666667,0.42238264,0.04803227,0.37849995,0.03032037,0.01934392,0.00690050
0.63378906,0.73471886,1.00000000,0.97260274,12.00000000,12.33333333,0.27693559,0.08233502,0.39325617,0.01982034,0.22532444,0.02151672
0.46626900,0.51580437,0.99328859,0.99324324,12.00000000,12.25000000,0.47725032,0.06162726,0.36940789,0.02651622,0.03921508,0.00968022
0.64413726,0.67687739,0.99315068,0.99324324,12.00000000,12.91666667,0.25310077,0.08539611,0.32833204,0.00648984,0.11460911,0.00078603
0.58413822,0.57891972,0.99319728,0.97315436,12.00000000,12.41666667,0.39600959,0.05035957,0.45629631,0.00792827,0.02838230,0.01025007
