meanRT_comp,meanRT_incomp,acc_comp,acc_incomp,Age_group,Age_real,v,a,ter,max_ampl,tau,ster
712.91719813,771.89941406,0.99324324,0.93959732,8.00000000,8.58333333,0.22575861,0.07900616,0.41674951,0.02352704,0.05708074,0.11992111
578.52807781,657.29980469,0.99333333,0.95890411,8.00000000,8.25000000,0.32509583,0.07173757,0.41389186,0.03665595,0.04333461,0.23631098
714.71991055,733.53195190,0.98571429,0.89510490,8.00000000,8.41666667,0.20399163,0.06803738,0.43216590,0.01646433,0.06921250,0.19337003
572.25879589,615.80463047,0.95973154,0.93197279,8.00000000,8.75000000,0.27332318,0.05226286,0.41929873,0.01082068,0.32449384,0.29374270
699.03353987,789.06952563,0.99315068,0.93918919,8.00000000,9.16666667,0.20701970,0.08699643,0.36300218,0.03060748,0.08303772,0.16228396
604.71225792,636.73270089,0.95302013,0.95238095,8.00000000,8.50000000,0.32734165,0.05406257,0.47180233,0.02813663,0.02528852,0.26080841
697.15033637,729.81438669,0.98630137,0.98657718,8.00000000,8.66666667,0.28966638,0.07437079,0.46658502,0.02015045,0.05276061,0.17060890
783.17522321,980.15594482,0.97222222,0.87074830,8.00000000,9.00000000,0.16480941,0.07982820,0.45007020,0.02819813,0.54950987,0.25452531
673.40252851,711.68486926,0.98666667,0.99324324,8.00000000,8.66666667,0.31283644,0.07344787,0.46318610,0.01132751,0.06131137,0.34779739
748.31705729,837.95550153,1.00000000,0.95973154,8.00000000,8.50000000,0.24760062,0.08195157,0.46967036,0.01465706,0.22232778,0.26313149
622.79431573,647.38453975,0.97315436,0.98000000,8.00000000,8.66666667,0.33996723,0.06091723,0.47021149,0.02314541,0.03179260,0.12996820
638.25977948,728.97801255,0.95918367,0.91034483,8.00000000,8.83333333,0.22088921,0.06201994,0.43764466,0.01605566,0.10434817,0.24033784
575.24480046,600.90149341,0.99328859,0.98000000,9.00000000,10.16666667,0.49869676,0.08597629,0.43053846,0.06681956,0.01923988,0.12655458
605.96035289,651.35728991,0.98657718,0.99328859,9.00000000,10.16666667,0.73708229,0.22385799,0.32254648,0.01846159,0.18314884,0.12439314
603.37046030,646.58900670,0.99328859,0.95238095,9.00000000,9.25000000,0.33540340,0.05660255,0.46088137,0.01573075,0.06070892,0.23770513
665.35908467,725.72063578,1.00000000,0.97972973,9.00000000,9.25000000,0.33653562,0.09253433,0.44206535,0.05369625,0.04169265,0.13283291
627.20386402,685.23464073,0.99328859,0.99324324,9.00000000,9.16666667,0.38672814,0.07396837,0.47489114,0.02817177,0.04242166,0.17467676
651.09294735,693.45238095,0.98648649,0.98000000,9.00000000,9.83333333,0.31595541,0.06747624,0.45912738,0.01596455,0.07017351,0.37003967
574.11559199,608.39509311,0.96598639,0.97333333,9.00000000,10.00000000,0.29047566,0.06024375,0.39461086,0.01028573,0.06563690,0.23098147
708.06585992,724.63344520,0.96621622,0.95302013,9.00000000,9.91666667,0.23039060,0.06713357,0.44174907,0.00536881,0.10436299,0.25320660
540.19504123,570.42439779,0.97297297,0.96000000,9.00000000,9.75000000,0.34052059,0.04989311,0.41980620,0.01143055,0.04709044,0.19030472
546.78005642,584.75806008,0.97959184,0.95945946,9.00000000,9.41666667,0.42605966,0.04306257,0.46792904,0.01487181,0.03260305,0.23638399
